event_id,event_timestamp,road_id,road_name,city,latitude,longitude,vehicle_count,average_speed_kmh,occupancy_percent,weather_condition,temperature_c,rainfall_mm,incident_flag
EVT9873680D,2026-09-01 05:41:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,30,59.26,13.4,Clear,27.25,0.0,False
EVTE809EAFE,2026-09-01 05:42:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,42,60.09,22.11,Cloudy,29.8,1.17,False
EVTA84CE72D,2026-09-01 05:42:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,71,53.55,18.0,Cloudy,30.92,1.1,False
EVT92D3D48E,2026-09-01 05:42:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,51,52.6,22.57,Clear,30.72,0.0,False
EVT61E77783,2026-09-01 05:42:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,60,51.24,14.31,Cloudy,32.41,1.38,False
EVT716DF7FE,2026-09-01 05:42:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,31,59.65,13.42,Cloudy,30.03,0.48,False
EVTB3D9BBE0,2026-09-01 05:43:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,49,54.87,16.47,Clear,31.65,0.0,False
EVT381E5F88,2026-09-01 05:43:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,47,45.67,21.87,Clear,26.14,0.0,False
EVT775CC6CC,2026-09-01 05:43:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,61,19.85,31.75,Clear,32.93,0.0,False
EVT4C441846,2026-09-01 05:43:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,28,52.4,16.01,Clear,31.1,0.0,False
EVT8F8FBA81,2026-09-01 05:43:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,27,60.26,11.3,Cloudy,27.72,1.92,False
EVTFCAE1B84,2026-09-01 05:44:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,62,51.87,16.52,Clear,24.58,0.0,False
EVT35D83ACA,2026-09-01 05:44:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,56,55.4,24.61,Clear,24.54,0.0,False
EVT568B4FEA,2026-09-01 05:44:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,40,57.29,15.66,Clear,24.88,0.0,False
EVT28F9F1FE,2026-09-01 05:44:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,41,52.09,14.71,Clear,31.41,0.0,False
EVT9F54803B,2026-09-01 05:44:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,26,57.88,8.15,Clear,30.69,0.0,False
EVTD30EE7B5,2026-09-01 05:45:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,63,53.03,23.14,Clear,33.26,0.0,False
EVT443114F7,2026-09-01 05:45:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,77,51.07,22.66,Clear,27.05,0.0,False
EVT5C86C9F0,2026-09-01 05:45:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,56,48.97,19.87,Clear,24.15,0.0,False
EVT66492902,2026-09-01 05:45:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,38,60.7,17.6,Clear,25.32,0.0,False
EVT31AB6EDE,2026-09-01 05:45:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,51,54.45,19.98,Clear,25.56,0.0,False
EVT21D4F7E4,2026-09-01 05:46:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,41,59.69,23.6,Clear,32.89,0.0,False
EVTD366D6E8,2026-09-01 05:46:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,53,53.15,17.38,Clear,29.19,0.0,False
EVTDF5370E6,2026-09-01 05:46:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,21,34.5,19.18,Rain,31.67,17.86,False
EVTC5CC2F2A,2026-09-01 05:46:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,33,34.15,16.47,Rain,32.8,4.47,False
EVT20F7B76B,2026-09-01 05:46:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,48,59.27,14.69,Clear,28.57,0.0,False
EVTB63F301A,2026-09-01 05:47:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,28,52.96,10.44,Cloudy,33.58,1.49,False
EVTE8438F1D,2026-09-01 05:47:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,81,53.93,15.58,Clear,31.92,0.0,False
EVT7802FCCD,2026-09-01 05:47:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,61,57.04,15.75,Clear,29.52,0.0,False
EVT3794F391,2026-09-01 05:47:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,27,54.76,22.8,Clear,29.26,0.0,False
EVTCE6AEBDE,2026-09-01 05:47:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,35,39.27,20.18,Rain,33.65,18.11,False
EVT87FA8A77,2026-09-01 05:48:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,40,53.66,14.83,Clear,33.18,0.0,False
EVT794B184B,2026-09-01 05:48:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,45,55.04,22.95,Clear,30.69,0.0,False
EVT6933C168,2026-09-01 05:48:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,71,35.4,15.7,Rain,30.32,13.7,False
EVT741CBEEC,2026-09-01 05:48:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,68,48.3,8.91,Clear,32.86,0.0,False
EVTBA223DB7,2026-09-01 05:48:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,48,58.88,12.63,Cloudy,31.83,1.08,False
EVTF6395508,2026-09-01 05:49:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,61,49.58,19.96,Clear,28.8,0.0,False
EVTDC07E7D9,2026-09-01 05:49:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,41,55.45,21.23,Cloudy,27.02,0.67,False
EVT734CC392,2026-09-01 05:49:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,42,57.6,9.01,Cloudy,30.48,1.57,False
EVTB0F38411,2026-09-01 05:49:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,40,54.68,10.97,Clear,30.9,0.0,False
EVT71071183,2026-09-01 05:49:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,69,17.62,18.76,Cloudy,33.57,0.72,False
EVTD0BEA247,2026-09-01 05:50:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,54,21.83,27.64,Clear,27.07,0.0,True
EVT7844CBC7,2026-09-01 05:50:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,34,54.53,22.14,Clear,33.15,0.0,False
EVT3E06CA58,2026-09-01 05:50:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,52,57.07,25.3,Clear,31.96,0.0,False
EVT59A0C860,2026-09-01 05:50:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,53,33.85,19.04,Rain,31.03,11.44,False
EVT4041D1BD,2026-09-01 05:50:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,42,55.77,11.59,Clear,33.86,0.0,False
EVT705F52FE,2026-09-01 05:51:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,62,47.71,9.33,Clear,24.64,0.0,False
EVTEDE55DE3,2026-09-01 05:51:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,74,51.61,27.85,Cloudy,33.81,1.72,False
EVT88C081AE,2026-09-01 05:51:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,38,32.26,29.59,Rain,34.0,17.01,False
EVTB00431ED,2026-09-01 05:51:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,62,19.24,19.73,Cloudy,32.57,1.57,False
EVTD7466D6B,2026-09-01 05:51:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,28,59.69,15.64,Clear,33.76,0.0,False
EVT45C814DE,2026-09-01 05:52:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,59,54.12,12.35,Cloudy,32.04,1.71,False
EVT20CA87F3,2026-09-01 05:52:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,45,49.25,24.66,Clear,29.24,0.0,False
EVT14BF8C5B,2026-09-01 05:52:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,41,55.78,16.25,Clear,26.57,0.0,False
EVT89036A0A,2026-09-01 05:52:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,29,50.18,18.0,Clear,25.24,0.0,False
EVTF6E56A33,2026-09-01 05:52:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,64,61.7,11.17,Clear,31.86,0.0,False
EVT61F3BBDA,2026-09-01 05:53:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,60,53.92,7.48,Clear,25.88,0.0,False
EVTD6DD185C,2026-09-01 05:53:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,42,50.85,19.1,Clear,27.74,0.0,False
EVTE3659B7D,2026-09-01 05:53:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,29,46.0,11.52,Clear,34.0,0.0,False
EVT17F53ED5,2026-09-01 05:53:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,47,57.12,13.25,Clear,33.9,0.0,False
EVT71084252,2026-09-01 05:53:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,58,59.72,17.64,Clear,30.61,0.0,False
EVT4BB7D48F,2026-09-01 05:54:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,71,49.57,17.4,Clear,29.85,0.0,False
EVT46D990CD,2026-09-01 05:54:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,51,53.69,13.96,Clear,32.72,0.0,False
EVTB9E28700,2026-09-01 05:54:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,37,55.14,21.49,Clear,30.21,0.0,False
EVTF9456759,2026-09-01 05:54:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,44,58.14,18.51,Clear,24.59,0.0,False
EVT69DE4880,2026-09-01 05:54:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,52,37.81,23.77,Rain,25.54,11.75,False
EVT75A452B5,2026-09-01 05:55:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,55,60.79,12.75,Cloudy,33.55,1.69,False
EVT218D6CAD,2026-09-01 05:55:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,24,48.77,23.5,Clear,29.92,0.0,False
EVT1A0DA7B3,2026-09-01 05:55:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,23,51.92,14.1,Clear,33.57,0.0,False
EVTB3FE5AF1,2026-09-01 05:55:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,63,56.38,15.53,Clear,29.12,0.0,False
EVTA3DFEFFE,2026-09-01 05:55:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,40,50.09,16.02,Cloudy,33.92,1.61,False
EVT9AC0FC76,2026-09-01 05:56:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,50,58.34,16.54,Clear,33.39,0.0,False
EVT29D74624,2026-09-01 05:56:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,45,52.29,20.15,Clear,27.0,0.0,False
EVTF4F10F0E,2026-09-01 05:56:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,36,47.98,19.15,Clear,30.88,0.0,False
EVT4F600A6B,2026-09-01 05:56:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,52,56.12,11.02,Clear,32.63,0.0,False
EVT3930AA61,2026-09-01 05:56:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,25,63.45,15.51,Clear,29.25,0.0,False
EVT80DB0067,2026-09-01 05:57:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,32,56.48,17.48,Clear,26.91,0.0,False
EVT952E3206,2026-09-01 05:57:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,101,23.02,35.32,Clear,29.54,0.0,True
EVT5F297A4A,2026-09-01 05:57:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,45,29.13,31.55,Rain,26.05,13.44,False
EVT54F2FC9F,2026-09-01 05:57:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,49,62.49,14.21,Clear,29.41,0.0,False
EVT7278E86D,2026-09-01 05:57:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,37,52.87,15.32,Clear,29.26,0.0,False
EVT525B45EE,2026-09-01 05:58:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,54,34.46,22.68,Rain,31.69,4.31,False
EVT852483C1,2026-09-01 05:58:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,64,52.29,25.2,Clear,29.79,0.0,False
EVT4934743E,2026-09-01 05:58:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,67,54.18,9.8,Clear,32.07,0.0,False
EVT731A3E60,2026-09-01 05:58:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,43,60.42,12.25,Clear,30.1,0.0,False
EVTF6E54271,2026-09-01 05:58:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,46,60.33,16.7,Clear,33.78,0.0,False
EVTEC4A9E38,2026-09-01 05:59:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,48,44.81,13.46,Rain,32.03,5.13,False
EVT0CC961A5,2026-09-01 05:59:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,68,46.8,27.44,Clear,26.43,0.0,False
EVT300D1718,2026-09-01 05:59:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,55,38.97,29.93,Rain,25.67,8.37,False
EVT76394669,2026-09-01 05:59:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,55,52.22,11.67,Cloudy,32.9,0.08,False
EVT254EC04E,2026-09-01 05:59:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,37,62.1,15.02,Clear,24.85,0.0,False
EVT39A3D76B,2026-09-01 06:00:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,115,46.02,32.02,Clear,32.04,0.0,False
EVT9003DA44,2026-09-01 06:00:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,101,48.67,34.86,Cloudy,28.47,0.58,False
EVTBBE2E01A,2026-09-01 06:00:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,83,43.03,30.31,Clear,29.05,0.0,False
EVTEF724CB3,2026-09-01 06:00:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,115,30.16,44.18,Rain,26.56,17.18,False
EVT2D435C0B,2026-09-01 06:00:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,85,52.4,27.79,Cloudy,31.29,1.86,False
EVT2026BC4C,2026-09-01 06:01:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,135,42.52,43.09,Clear,29.13,0.0,False
EVTCF146760,2026-09-01 06:01:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,122,43.02,43.16,Clear,25.98,0.0,False
EVTCC258061,2026-09-01 06:01:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,121,33.04,33.49,Rain,24.73,12.45,False
EVTD769EA21,2026-09-01 06:01:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,98,39.31,42.56,Rain,25.94,3.23,False
EVT4D4BECA7,2026-09-01 06:01:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,97,52.99,34.68,Clear,30.32,0.0,False
EVTBAE85D8E,2026-09-01 06:02:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,100,50.42,28.95,Clear,31.8,0.0,False
EVT0FA0B371,2026-09-01 06:02:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,110,41.16,34.09,Clear,31.25,0.0,False
EVT846FBEBA,2026-09-01 06:02:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,82,51.44,37.84,Clear,25.92,0.0,False
EVTBBBBD2AD,2026-09-01 06:02:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,89,49.57,32.92,Clear,32.39,0.0,False
EVT27626960,2026-09-01 06:02:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,72,42.89,36.2,Clear,24.88,0.0,False
EVTD7C43666,2026-09-01 06:03:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,122,29.24,49.09,Rain,31.22,18.6,False
EVT9AA16F81,2026-09-01 06:03:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,154,47.16,49.55,Clear,33.45,0.0,False
EVT49703A54,2026-09-01 06:03:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,95,41.12,28.77,Cloudy,24.41,0.34,False
EVTF0A4B7C4,2026-09-01 06:03:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,86,48.29,35.04,Clear,33.99,0.0,False
EVT81E6C00D,2026-09-01 06:03:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,101,41.17,30.1,Cloudy,29.52,0.62,False
EVTFB1E929E,2026-09-01 06:04:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,134,38.61,36.71,Clear,27.09,0.0,False
EVT12AB4F5E,2026-09-01 06:04:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,121,41.99,28.11,Cloudy,28.45,0.06,False
EVT41E2397B,2026-09-01 06:04:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,117,53.6,29.07,Cloudy,29.78,1.48,False
EVT5A9743C3,2026-09-01 06:04:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,126,38.17,53.13,Rain,29.03,15.54,False
EVT07EE9E7A,2026-09-01 06:04:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,140,25.12,52.16,Clear,27.6,0.0,True
EVTB80B51B1,2026-09-01 06:05:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,125,30.29,36.69,Rain,29.59,3.96,False
EVTAF01239D,2026-09-01 06:05:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,139,35.81,48.03,Cloudy,32.74,1.79,False
EVT09B637FB,2026-09-01 06:05:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,99,39.14,42.33,Rain,24.17,3.87,False
EVTE46E4C25,2026-09-01 06:05:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,100,50.73,26.92,Clear,29.52,0.0,False
EVTDB8B97BE,2026-09-01 06:05:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,78,45.5,30.49,Clear,24.36,0.0,False
EVT9FBAC02B,2026-09-01 06:06:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,118,39.07,27.98,Clear,25.22,0.0,False
EVTFDC1D525,2026-09-01 06:06:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,124,43.56,42.0,Clear,28.73,0.0,False
EVT0805E150,2026-09-01 06:06:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,113,40.69,33.09,Clear,25.55,0.0,False
EVTF9625923,2026-09-01 06:06:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,92,48.04,40.9,Clear,26.55,0.0,False
EVT490966D1,2026-09-01 06:06:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,82,36.29,38.45,Rain,27.38,10.13,False
EVT4B42DDE4,2026-09-01 06:07:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,95,44.11,24.02,Clear,28.53,0.0,False
EVT84E984FD,2026-09-01 06:07:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,109,33.76,33.67,Clear,26.61,0.0,False
EVT973FF0C5,2026-09-01 06:07:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,136,43.7,40.19,Clear,25.1,0.0,False
EVT81A28F95,2026-09-01 06:07:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,119,41.14,34.9,Rain,27.17,13.3,False
EVT73B7E006,2026-09-01 06:07:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,105,57.64,34.43,Clear,30.04,0.0,False
EVT4AF9BB2B,2026-09-01 06:08:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,106,44.27,37.41,Clear,28.96,0.0,False
EVTB2272838,2026-09-01 06:08:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,154,34.41,56.11,Rain,31.92,10.21,False
EVTEDF3D907,2026-09-01 06:08:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,111,35.92,37.78,Clear,33.33,0.0,False
EVT7C51FAB7,2026-09-01 06:08:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,106,44.81,29.76,Clear,28.9,0.0,False
EVT7785D303,2026-09-01 06:08:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,63,53.53,26.99,Cloudy,26.91,0.59,False
EVT7F3C15F9,2026-09-01 06:09:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,102,38.56,26.15,Clear,31.85,0.0,False
EVT933ED4ED,2026-09-01 06:09:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,113,30.39,58.44,Rain,25.62,7.45,False
EVTFB186685,2026-09-01 06:09:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,114,40.0,37.01,Cloudy,30.78,0.03,False
EVTD3D755A3,2026-09-01 06:09:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,87,41.92,37.18,Clear,25.13,0.0,False
EVT33BDDF55,2026-09-01 06:09:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,98,44.8,28.04,Clear,28.8,0.0,False
EVT2BE47659,2026-09-01 06:10:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,101,49.38,42.35,Clear,27.68,0.0,False
EVT56A69CE2,2026-09-01 06:10:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,123,41.81,30.38,Clear,31.75,0.0,False
EVTAFAEBA88,2026-09-01 06:10:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,104,42.41,36.36,Clear,29.86,0.0,False
EVT0568DE50,2026-09-01 06:10:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,85,48.92,38.52,Clear,31.89,0.0,False
EVT0EA4A9E0,2026-09-01 06:10:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,94,54.05,25.83,Cloudy,28.54,1.8,False
EVT3C708870,2026-09-01 06:11:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,92,50.08,39.3,Clear,28.39,0.0,False
EVTC6FAD221,2026-09-01 06:11:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,115,45.24,36.75,Clear,32.31,0.0,False
EVT8C3A31AC,2026-09-01 06:11:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,127,39.89,47.55,Rain,28.07,19.48,False
EVT9A4CB9E7,2026-09-01 06:11:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,92,45.59,31.55,Clear,27.82,0.0,False
EVT6754AB4F,2026-09-01 06:11:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,99,38.18,30.06,Rain,27.29,10.74,False
EVT420CD420,2026-09-01 06:12:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,127,50.26,39.29,Cloudy,32.98,1.82,False
EVT8C86120B,2026-09-01 06:12:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,99,34.97,41.04,Cloudy,24.48,1.52,False
EVTBEAADA69,2026-09-01 06:12:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,100,26.03,34.92,Rain,29.67,13.05,False
EVT5D55FB31,2026-09-01 06:12:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,91,51.79,24.65,Clear,25.14,0.0,False
EVT14C59325,2026-09-01 06:12:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,84,51.29,33.14,Clear,29.96,0.0,False
EVT0555EAC2,2026-09-01 06:13:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,121,50.52,36.67,Cloudy,32.57,0.31,False
EVT9368821C,2026-09-01 06:13:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,113,37.97,41.94,Cloudy,27.4,0.05,False
EVT741929E1,2026-09-01 06:13:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,95,49.16,29.55,Clear,32.5,0.0,False
EVTD2A34D4E,2026-09-01 06:13:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,108,48.58,31.27,Clear,31.52,0.0,False
EVT00A37C08,2026-09-01 06:13:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,111,51.55,23.38,Clear,29.98,0.0,False
EVTCD550095,2026-09-01 06:14:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,111,43.48,38.0,Clear,31.02,0.0,False
EVTD5E423C3,2026-09-01 06:14:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,129,25.85,51.32,Rain,25.47,10.51,False
EVTF2515FD1,2026-09-01 06:14:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,99,48.74,39.93,Clear,26.98,0.0,False
EVTB5DA19EF,2026-09-01 06:14:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,132,42.96,32.36,Clear,31.64,0.0,False
EVTCC7291A3,2026-09-01 06:14:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,98,58.87,36.85,Clear,33.05,0.0,False
EVT4FCAA473,2026-09-01 06:15:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,105,38.72,42.55,Clear,27.66,0.0,False
EVT393BA8B3,2026-09-01 06:15:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,92,40.2,45.75,Clear,24.16,0.0,False
EVTA0087CB9,2026-09-01 06:15:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,135,24.67,58.48,Cloudy,24.68,0.48,False
EVT8FC4AAAB,2026-09-01 06:15:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,119,49.56,26.46,Clear,24.81,0.0,False
EVTBF2CB889,2026-09-01 06:15:00,ROAD_005,Airport Route,Hyderabad,17.2403,78.4294,110,53.5,29.39,Clear,26.29,0.0,False
EVTA98E299C,2026-09-01 06:16:00,ROAD_001,Gachibowli Main Road,Hyderabad,17.4401,78.3489,105,42.26,34.06,Clear,24.18,0.0,False
EVT9A3E92FA,2026-09-01 06:16:00,ROAD_002,Hitech City Road,Hyderabad,17.4483,78.3915,120,41.63,34.69,Clear,26.88,0.0,False
EVT4DC33A5B,2026-09-01 06:16:00,ROAD_003,Madhapur Road,Hyderabad,17.4486,78.3908,114,45.44,42.08,Clear,33.48,0.0,False
EVT8B48CB7C,2026-09-01 06:16:00,ROAD_004,Kondapur Road,Hyderabad,17.4584,78.3697,107,32.25,36.43,Rain,24.61,17.4,False
